Fund House,Funds,NAV,Fund Type,Minimum SIP,Min_LumpSum,AUM,Returns (1Yr),Returns (3Yr),Returns (5Yr),Sharpe Ratio,Beta,Alpha 
Shriram Mutual Fund,Shriram Flexi Cap Fund-Reg(G),14.97,Equity Funds,500,5000,63.4,-4.18,12.14,,-0.26,0.93,0.48
Shriram Mutual Fund,Shriram Hybrid Equity Fund-Reg(G),23.15,Hybrid Funds,500,5000,58.1,-3.45,10.27,7.96,-0.39,0.94,-4.61
Shriram Mutual Fund,Shriram Long Term Equity Fund-Reg(G),15.64,Equity Funds,500,5000,40.5,-5.27,13.1,,-0.35,0.92,-1.01
Sundaram Mutual Fund,Sundaram Aggressive Hybrid Fund(G),113.47,Hybrid Funds,500,5000,3055.2,-3.32,14.83,9.08,-0.36,0.88,-4.28
Sundaram Mutual Fund,Sundaram Arbitrage Fund(G),12.1,Arbitrage Fund,500,5000,58.7,2.9,2.57,2.24,0.07,-0.02,0.05
Sundaram Mutual Fund,Sundaram Balanced Advantage Fund(G),26.1,Hybrid Funds,500,5000,1569.3,2.06,8.3,6.03,-0.02,0.62,0.18
Sundaram Mutual Fund,Sundaram Banking & PSU Debt Fund(G),35.18,Debt Funds,500,5000,458.8,2.09,4.52,5.57,-0.47,0.28,-0.48
Sundaram Mutual Fund,Sundaram Consumption Fund(G),63.75,Equity Funds,500,5000,1244.4,4.7,15.3,8.78,0.21,0.85,8.52
Sundaram Mutual Fund,Sundaram Corp Bond Fund(G),33.03,Debt Funds,500,5000,1038.5,2.76,6.07,6.37,0.12,0.13,0.15
Sundaram Mutual Fund,Sundaram Debt Oriented Hybrid Fund(G),23.93,Hybrid Funds,500,5000,31.8,0.47,8.27,4.83,-0.53,0.55,-1.84
Sundaram Mutual Fund,Sundaram Diversified Equity(G),153.31,Equity Funds,500,5000,1756.4,-0.78,15.2,8.57,-0.05,0.94,4.36
Sundaram Mutual Fund,Sundaram Dividend Yield Fund(G),85.5,Equity Funds,500,5000,321.3,-5.24,17.28,11.04,-0.34,0.85,-0.93
Sundaram Mutual Fund,Sundaram Equity Savings Fund(G),51.94,Hybrid Funds,500,5000,395.6,1.95,12.49,8.84,-0.07,0.5,-0.3
Sundaram Mutual Fund,Sundaram Fin Serv Opp Fund(G),62.82,Thematic Funds,500,5000,583.3,-0.52,12.53,10.57,-0.04,1.05,5.07
Sundaram Mutual Fund,Sundaram Focused Fund(G),108.42,Equity Funds,500,5000,736.4,-6.35,18.35,12.7,-0.4,0.98,-2.14
Sundaram Mutual Fund,Sundaram Global Brand Fund(G),20.82,Equity Funds,500,5000,104.5,-19.01,6.82,4.54,-1.05,0.67,-21.75
Sundaram Mutual Fund,Sundaram Infra Advantage Fund(G),52.46,Thematic Funds,500,5000,618.9,-1.36,19.26,8.81,-0.06,0.88,3.7
Sundaram Mutual Fund,Sundaram Large and Mid Cap Fund(G),54.98,Equity Funds,500,5000,5089.8,-4.93,14.99,12.05,-0.29,0.94,-0.13
Sundaram Mutual Fund,Sundaram Large Cap Fund-Reg(G),14.9,Equity Funds,500,5000,2962.4,-4.21,,,-0.29,0.94,0.23
Sundaram Mutual Fund,Sundaram Liquid Fund(G),1914.58,Debt Funds,500,5000,2305.7,4.16,3.82,3.19,0.67,0.01,0.05
Sundaram Mutual Fund,Sundaram Low Duration Fund(G),2881,Debt Funds,500,5000,378.9,3.44,4.14,1.38,1.66,0.06,0.78
Sundaram Mutual Fund,Sundaram Medium Term Bond Fund(G),58.58,Debt Funds,500,5000,44.4,-0.47,2.82,3.97,-1.51,0.52,-3.07
Sundaram Mutual Fund,Sundaram Mid Cap Fund-Reg(G),751.04,Equity Funds,500,5000,7413,0.1,18.97,8.47,0.01,0.91,5.17
Sundaram Mutual Fund,Sundaram Money Market Fund-Reg(G),12.38,Debt Funds,500,5000,32.7,4,4.34,,6.05,0.01,1.31
Sundaram Mutual Fund,Sundaram Multi Cap Fund(G),240.45,Equity Funds,500,5000,1859.8,-2.53,20.42,11.38,-0.16,0.92,2.07
Sundaram Mutual Fund,Sundaram Nifty 100 Equal Weight Fund(G),109.22,Index Funds,500,5000,56.2,-6.1,15.51,9.06,-0.38,0.91,-1.84
Sundaram Mutual Fund,Sundaram Overnight Fund-Reg(G),1155.01,Debt Funds,500,5000,1042.4,4.02,3.57,,-0.99,,-0.05
Sundaram Mutual Fund,Sundaram Services Fund-Reg(G),21.51,Thematic Funds,500,5000,2266.4,-2.73,21.91,,-0.21,0.92,1.36
Sundaram Mutual Fund,Sundaram Short Duration Fund(G),36.29,Debt Funds,500,5000,207.1,2.95,5.51,3.92,0.19,0.19,0.28
Sundaram Mutual Fund,Sundaram Small Cap Fund(G),149.88,Equity Funds,500,5000,2039.9,-3.46,27.15,8.68,-0.22,0.82,0.43
Sundaram Mutual Fund,Sundaram Tax Savings Fund-Reg(G),338.6,Equity Funds,500,5000,945.1,-1.29,19.24,10.4,-0.11,0.94,3.23
Sundaram Mutual Fund,Sundaram Ultra Short Duration Fund(G),2276.96,Debt Funds,500,5000,1097.9,3.06,3.4,3.6,1.45,0.03,0.38
Tata Mutual Fund,Tata Arbitrage Fund-Reg(G),11.93,Arbitrage Fund,500,5000,6975.2,3.58,4.18,,0.91,,0.78
Tata Mutual Fund,Tata Balanced Adv Fund-Reg(G),15.04,Hybrid Funds,500,5000,5798.4,1.87,12.38,,-0.02,0.52,0.13
Tata Mutual Fund,Tata Banking & Financial Services Fund-Reg(G),26.72,Hybrid Funds,500,5000,1105.5,-2.91,10.31,8.52,-0.15,1.02,2.6
Tata Mutual Fund,Tata Banking & PSU Debt Fund-Reg(G),11.81,Debt Funds,500,5000,288.4,2.19,5.54,,-0.46,0.21,-0.43
Tata Mutual Fund,Tata Business Cycle Fund-Reg(G),11.17,Index Funds,500,5000,905.6,2.83,,,0.14,0.94,7.81
Tata Mutual Fund,Tata Digital India Fund-Reg(G),31.04,Index Funds,500,5000,5888.5,-19.94,27.3,25.33,-0.98,0.94,-16.33
Tata Mutual Fund,Tata Dividend Yield Fund-Reg(G),11.13,Equity Funds,500,5000,540.4,-7.05,,,-0.38,0.86,-2.12
Tata Mutual Fund,Tata Dynamic Bond Fund-Reg(G),34.92,Debt Funds,500,5000,145.9,5.34,6.55,5.76,2.02,0.22,2.82
Tata Mutual Fund,Tata Equity P/E Fund(G),204.32,Equity Funds,500,5000,5114.7,-3.12,15.02,8.3,-0.22,0.88,1.21
Tata Mutual Fund,Tata Equity Savings Fund-Reg(G),41.84,Hybrid Funds,500,5000,151.4,0.44,7.79,6.27,-0.33,0.32,-1.69
Tata Mutual Fund,Tata Ethical Fund-Reg(G),276.12,Thematic Funds,500,5000,1423.2,-3.76,19.5,12.69,-0.27,0.79,-0.15
Tata Mutual Fund,Tata Flexi Cap Fund-Reg(G),15.72,Equity Funds,500,5000,2217.3,-7.88,12.82,,-0.53,0.89,-4.08
Tata Mutual Fund,Tata Floating Rate Fund-Reg(G),10.51,Debt Funds,500,5000,353.5,3.95,,,1.52,0.14,1.34
Tata Mutual Fund,Tata Focused Equity Fund-Reg(G),15.1,Equity Funds,500,5000,1210.2,-3.68,,,-0.24,0.94,0.86
Tata Mutual Fund,Tata Gilt Securities Fund-Reg(G),64.14,Debt Funds,500,5000,249,2.52,4.29,4.84,-0.23,0.49,-0.25
Tata Mutual Fund,Tata Hybrid Equity Fund-Reg(G),313.54,Hybrid Funds,500,5000,3221.5,-0.1,13.73,9.02,-0.09,0.79,-0.78
Tata Mutual Fund,Tata Income Fund-Reg(G),66.61,Debt Funds,500,5000,52.3,-0.24,5.13,4.9,-1.12,0.55,-2.37
Tata Mutual Fund,Tata India Consumer Fund-Reg(G),27.87,Index Funds,500,5000,1467.7,-2.07,16.6,11.46,-0.16,0.82,1.66
Tata Mutual Fund,Tata India Pharma & Healthcare Fund-Reg(G),16.7,Index Funds,500,5000,519.7,-6.33,23.41,14.33,-0.61,0.53,-5.97
Tata Mutual Fund,Tata India Tax Savings Fund-Reg(G),28.96,Tax Saving Funds,500,5000,3036.6,-1.36,16.32,11.09,-0.08,0.94,3.73
Tata Mutual Fund,Tata Infrastructure Fund-Reg(G),99.55,Equity Funds,500,5000,941.4,6.31,21.58,12.04,0.35,0.83,10.99
Tata Mutual Fund,Tata Large & Mid Cap Fund(G),349.95,Equity Funds,500,5000,3333.3,2.85,18.82,13.06,0.13,0.85,6.83
Tata Mutual Fund,Tata Large Cap Fund(G),330.19,Equity Funds,500,5000,1303.6,-5.71,13.86,10.13,-0.37,0.91,-1.29
Tata Mutual Fund,Tata Liquid Fund-Reg(G),3417.16,Debt Funds,500,5000,12089.4,4.12,4,5.24,0.23,0.01,0.03
Tata Mutual Fund,Tata Medium Term Fund-Reg(G),29.79,Debt Funds,500,5000,76.1,1.64,6.43,2.35,-0.57,0.42,-0.63
Tata Mutual Fund,Tata Mid Cap Growth Fund(G),244.14,Equity Funds,500,5000,1705.6,-5.71,21.39,12.45,-0.3,0.87,-0.91
Tata Mutual Fund,Tata Money Market Fund-Reg(G),3871.43,Debt Funds,500,5000,6924,4.09,4.93,4.55,3.94,0.05,1.44
Tata Mutual Fund,Tata Multi Asset Opp Fund-Reg(G),15.89,Hybrid Funds,500,5000,1385.4,1.53,,,,0.54,0.3
Tata Mutual Fund,Tata Nifty 50 ETF,183.18,Index Funds,500,5000,429.2,-4.03,15.73,,-0.25,0.99,0.93
Tata Mutual Fund,Tata NIFTY 50 Index Fund-Reg(G),107.31,Index Funds,500,5000,301.3,-4.5,14.88,11.98,-0.28,0.99,0.43
Tata Mutual Fund,Tata Nifty Pvt Bank ETF,212.76,Index Funds,500,5000,13.4,1.53,8.88,,0.1,1.12,8.47
Tata Mutual Fund,Tata Overnight Fund-Reg(G),1146.38,Debt Funds,500,5000,5036,4.03,3.58,,-0.87,,-0.03
Tata Mutual Fund,Tata Quant Fund-Reg(G),10.46,Equity Funds,500,5000,42.4,-6.19,,,-0.42,0.9,-2.42
Tata Mutual Fund,Tata Resources & Energy Fund-Reg(G),27.55,Index Funds,500,5000,264,-12.22,23.76,12.04,-0.49,0.93,-5.9
Tata Mutual Fund,Tata Retirement Sav Fund - Cons Plan(G),24.91,Tax Saving Funds,500,5000,183.8,-1.98,6.62,5.66,-0.85,0.52,-4.33
Tata Mutual Fund,Tata Retirement Sav Fund - Mod Plan(G),42.95,Tax Saving Funds,500,5000,1620.5,-6.04,11.84,8.31,-0.54,0.9,-7.18
Tata Mutual Fund,Tata Retirement Sav Fund - Prog Plan(G),42.38,Tax Saving Funds,500,5000,1281.1,-8.79,11.91,8.51,-0.6,0.97,-9.53
Tata Mutual Fund,Tata S&P BSE Sensex Index Fund-Reg(G),145.9,Index Funds,500,5000,156.2,-3.9,14.54,12.92,-0.24,0.99,1.08
Tata Mutual Fund,Tata Small Cap Fund-Reg(G),23.03,Equity Funds,500,5000,2571.5,4.22,31.6,,0.23,0.72,8.04
Tata Mutual Fund,Tata ST Bond Fund(G),39.55,Debt Funds,500,5000,2326.4,2.04,5.02,4.49,-0.7,0.24,-0.6
Tata Mutual Fund,Tata Treasury Advantage Fund(G),3252.98,Debt Funds,500,5000,2271.6,3.47,5.05,4.88,1.49,0.1,0.83
Tata Mutual Fund,Tata Ultra Short Term Fund-Reg(G),11.87,Debt Funds,500,5000,1179.8,3.46,3.98,,2.49,0.04,0.81
Tata Mutual Fund,Tata Young Citizen Fund,41.43,Thematic Funds,500,5000,260.5,-5.29,17.58,9.52,-0.35,0.95,-5.59
Taurus Mutual Fund,Taurus Banking & Fin Serv Fund-Reg(G),36.33,Index Funds,500,5000,8.9,-0.98,10.57,10.74,-0.04,1.07,5.12
Taurus Mutual Fund,Taurus Discovery (Midcap) Fund-Reg(G),74.49,Equity Funds,500,5000,75.4,-6,21.17,11.55,-0.28,0.93,-0.66
Taurus Mutual Fund,Taurus Ethical Fund-Reg(G),85.88,Thematic Funds,500,5000,84.1,-5.04,17.92,13.14,-0.31,0.81,-0.96
Taurus Mutual Fund,Taurus Flexi Cap Fund-Reg(G),150.9,Equity Funds,500,5000,254,-3.51,11.66,5.82,-0.2,0.93,1.39
Taurus Mutual Fund,Taurus Infrastructure Fund-Reg(G),39.95,Index Funds,500,5000,5.5,-0.82,18.25,10.18,-0.05,0.9,3.98
Taurus Mutual Fund,Taurus Largecap Equity Fund-Reg(G),106.71,Equity Funds,500,5000,34.8,-1.09,12.56,7.57,-0.06,0.99,4.26
Taurus Mutual Fund,Taurus Nifty 50 Index Fund-Reg(G),33.47,Index Funds,500,5000,1.8,-4.6,15.41,12.26,-0.3,0.97,0.13
Taurus Mutual Fund,Taurus Tax Shield Fund-Reg(G),115.22,Equity Funds,500,5000,60.6,-4,13.85,9.86,-0.26,0.88,0.33
Taurus Mutual Fund,Templeton India Equity Income Fund(G),82.39,Equity Funds,500,5000,1255,-2.14,21.47,12.22,-0.1,0.64,2.09
Taurus Mutual Fund,Templeton India Value Fund(G),433.82,Equity Funds,500,5000,758.2,2.77,22.7,10.12,0.16,0.89,7.84
Trust Mutual Fund,TRUSTMF Banking & PSU Debt Fund-Reg(G),1047.41,Debt Funds,500,5000,414.9,1.18,,,-1,0.31,-1.46
Trust Mutual Fund,TRUSTMF Liquid Fund-Reg(G),1056.81,Debt Funds,500,5000,197.1,4.08,,,4.78,0.01,0.55
Trust Mutual Fund,TRUSTMF Short Term Fund-Reg(G),1032.15,Debt Funds,500,5000,96,2.21,,,-0.49,,-0.38
Union Mutual Fund,Union Arbitrage Fund-Reg(G),11.68,Arbitrage Fund,500,5000,78.3,3.29,3.87,,0.53,,0.5
Union Mutual Fund,Union Balanced Advantage Fund-Reg(G),15.15,Hybrid Funds,500,5000,1845.7,-0.39,11.2,,-0.44,,-2.6
Union Mutual Fund,Union Corporate Bond Fund-Reg(G),12.51,Debt Funds,500,5000,389.9,1.48,5.29,,-0.96,,-1.13
Union Mutual Fund,Union Dynamic Bond(G),19.11,Debt Funds,500,5000,94.5,-0.54,4.18,4.89,-1.8,,-3.3
Union Mutual Fund,Union Equity Savings Fund-Reg(G),13.31,Hybrid Funds,500,5000,153.4,-0.97,7.23,,-0.66,,-3.38
Union Mutual Fund,Union Flexi Cap Fund-Reg(G),33.39,Equity Funds,500,5000,1285.8,-6.4,18.48,12.47,-0.47,,-3
Union Mutual Fund,Union Focused Fund-Reg(G),17.96,Equity Funds,500,5000,324,-4.27,18.55,,-0.36,,-1.18
Union Mutual Fund,Union Hybrid Equity Fund-Reg(G),12.56,Hybrid Funds,500,5000,565.8,-4.71,,,-0.52,,-6.35
Union Mutual Fund,Union Large & Midcap Fund-Reg(G),16.85,Equity Funds,500,5000,389.8,-5.51,,,-0.39,,-1.86
Union Mutual Fund,Union Largecap Fund-Reg(G),16.26,Equity Funds,500,5000,232.2,-8.4,14.02,9.07,-0.55,,-4.41
Union Mutual Fund,Union Liquid Fund(G),2085.38,Debt Funds,500,5000,944.8,4.19,4.04,4.47,0.96,,0.08
Union Mutual Fund,Union Long Term Equity Fund(G),42.6,Equity Funds,500,5000,549.7,-3.56,19.45,12.83,-0.26,,0.5
Union Mutual Fund,Union Medium Duration Fund-Reg(G),10.57,Debt Funds,500,5000,190.2,0.35,,,-1.12,,-2.22
Union Mutual Fund,Union Midcap Fund-Reg(G),28.99,Equity Funds,500,5000,551.4,-2.33,,,-0.14,,1.86
Union Mutual Fund,Union Money Market Fund-Reg(G),1037.41,Debt Funds,500,5000,100,3.37,,,3.32,,0.68
Union Mutual Fund,Union Overnight Fund-Reg(G),1144.44,Debt Funds,500,5000,275.7,4.05,3.55,,-0.61,,-0.03
Union Mutual Fund,Union Small Cap Fund-Reg(G),31.46,Equity Funds,500,5000,1096.1,5.12,32.48,15.25,0.24,,8.72
Union Mutual Fund,Union Value Discovery Fund-Reg(G),17.09,Equity Funds,500,5000,141.6,-4.16,18.27,,-0.24,,0.73
UTI Mutual Fund,UTI Arbitrage Fund-Reg(G),29.02,Arbitrage Fund,500,5000,4110.3,3.61,4,4.93,0.91,,0.83
UTI Mutual Fund,UTI Banking & PSU Debt Fund-Reg(G),17.95,Debt Funds,500,5000,519.5,9.03,7.16,5.24,0.99,,6.5
UTI Mutual Fund,UTI Banking and Financial Services Fund-Reg(G),121.92,Index Funds,500,5000,790.7,-2.66,9.35,4.8,-0.12,,3.38
UTI Mutual Fund,UTI Bond Fund-Reg(G),59.92,Debt Funds,500,5000,276.2,8.33,6.25,2.9,0.68,,6.07
UTI Mutual Fund,UTI CCF - Savings Plan,30.77,Tax Saving Funds,500,5000,4143.9,0.89,10.65,6.76,-0.17,,-0.93
UTI Mutual Fund,UTI CCF- Investment Plan(G),59.25,Tax Saving Funds,500,5000,677.9,-6.61,17.51,10.07,-0.41,,-6.73
UTI Mutual Fund,UTI Core Equity Fund-Reg(G),99.74,Equity Funds,500,5000,1434.2,-5.08,19.19,10,-0.31,,-0.53
UTI Mutual Fund,UTI Corporate Bond Fund-Reg(G),13.39,Debt Funds,500,5000,3140.1,2.49,5.97,,-0.19,,-0.1
UTI Mutual Fund,UTI Credit Risk Fund-Reg(G),14.04,Debt Funds,500,5000,472.1,2.93,-3.36,-1.94,0.26,,0.43
UTI Mutual Fund,UTI Dividend Yield Fund-Reg(G),101.06,Equity Funds,500,5000,2789.5,-11.03,15.48,10.88,-0.69,,-7.28
UTI Mutual Fund,UTI Dynamic Bond Fund-Reg(G),25.45,Debt Funds,500,5000,329.3,8.97,8.83,4.99,0.82,,6.48
UTI Mutual Fund,UTI Equity Savings Fund-Reg(G),13.56,Hybrid Funds,500,5000,253.3,1.71,9.8,,-0.08,,-0.35
UTI Mutual Fund,UTI Flexi Cap Fund-Reg(G),239.2,Equity Funds,500,5000,25786.6,-13.93,18.38,13.75,-0.89,,-11.29
UTI Mutual Fund,UTI Floater Fund-Reg(G),1243.76,Debt Funds,500,5000,1956.7,2.73,4.71,,0.13,,0.1
UTI Mutual Fund,UTI Focused Equity Fund-Reg(G),10.25,Equity Funds,500,5000,2802,-3.32,,,-0.28,,-0.1
UTI Mutual Fund,UTI Gilt Fund-Reg(G),51.24,Debt Funds,500,5000,518.9,1.69,4.88,5.99,-0.77,,-0.96
UTI Mutual Fund,UTI Gold ETF,42.91,Gold & Silver Funds,500,5000,721.6,4.81,7.83,9.92,0.1,,1.21
UTI Mutual Fund,UTI Healthcare Fund-Reg(G),150.36,Index Funds,500,5000,713.6,-11.8,23.97,12.08,-0.97,,-11.77
UTI Mutual Fund,UTI Hybrid Equity Fund-Reg(G),255.53,Hybrid Funds,500,5000,4331.5,-1.7,16.45,9.02,-0.22,,-2.47
UTI Mutual Fund,UTI India Consumer Fund-Reg(G),40.11,Index Funds,500,5000,468.9,-1.82,14.21,10.26,-0.17,,1.56
UTI Mutual Fund,UTI Infrastructure Fund-Reg(G),81.31,Index Funds,500,5000,1469.4,1.09,16.04,8.53,0.04,,5.52
UTI Mutual Fund,UTI Liquid Cash Plan-Reg(G),3556.66,Debt Funds,500,5000,27441.8,4.19,4,5.25,0.92,,0.08
UTI Mutual Fund,UTI LT Equity Fund (Tax Saving)-Reg(G),142.76,Equity Funds,500,5000,2931.5,-6.16,18.14,11.55,-0.38,,-1.74
UTI Mutual Fund,UTI Mastershare-Reg(G),192.31,Equity Funds,500,5000,10394.3,-6.45,16.11,11.84,-0.41,,-2.04
UTI Mutual Fund,UTI Medium Term Fund-Reg(G),15.07,Debt Funds,500,5000,58.9,1.42,2.63,3.78,-0.8,,-1.16
UTI Mutual Fund,UTI Mid Cap Fund-Reg(G),192.48,Equity Funds,500,5000,7251.8,-1.25,25.99,12.59,-0.1,,2.95
UTI Mutual Fund,UTI MNC Fund-Reg(G),274.38,Equity Funds,500,5000,2534.9,-4.18,11.36,8.67,-0.34,,-1.36
UTI Mutual Fund,UTI Money Market Fund-Reg(G),2526.09,Debt Funds,500,5000,6771.4,4.22,4.81,6.05,4.68,,1.56
UTI Mutual Fund,UTI Multi Asset Fund-Reg(G),44.53,Hybrid Funds,500,5000,878.9,-0.42,9.25,6.4,-0.24,,-2.22
UTI Mutual Fund,UTI Nifty 50 ETF,1861.49,Index Funds,500,5000,36871.3,-4.12,15.63,12.64,-0.25,,0.88
UTI Mutual Fund,UTI Nifty 50 Index Fund-Reg(G),117.63,Index Funds,500,5000,8353.6,-4.38,15.38,12.39,-0.27,,0.58
UTI Mutual Fund,UTI Nifty Bank ETF,40.71,Index Funds,500,5000,162.1,2.25,,,0.13,,8.97
UTI Mutual Fund,UTI Nifty Next 50 Index Fund-Reg(G),14.96,Index Funds,500,5000,1975.3,-5.73,14.43,,-0.31,,-1.11
UTI Mutual Fund,UTI Nifty200 Momentum 30 Index Fund-Reg(G),13.14,Index Funds,500,5000,1973.4,-12.04,,,-0.46,,-4.61
UTI Mutual Fund,UTI Overnight Fund-Reg(G),2957.89,Debt Funds,500,5000,10370,4.09,3.63,4.36,0.11,,
UTI Mutual Fund,UTI Regular Savings Fund-Reg(G),52.57,Debt Funds,500,5000,1591.8,0.54,8.68,6.31,-0.47,,-1.94
UTI Mutual Fund,UTI Retirement Benefit Pension,35.16,Tax Saving Funds,500,5000,3634.5,0.69,11.99,6.7,-0.2,,-1.11
UTI Mutual Fund,UTI S&P BSE Sensex ETF,626.41,Index Funds,500,5000,24362.3,-3.39,15.77,13.88,-0.21,,1.71
UTI Mutual Fund,UTI S&P BSE Sensex Next 50 ETF,51.08,Index Funds,500,5000,6,-2.2,17.27,,-0.11,,3.12
UTI Mutual Fund,UTI Small Cap Fund-Reg(G),15.81,Equity Funds,500,5000,2338.4,3.56,,,0.17,,7.28
UTI Mutual Fund,UTI ST Income Fund-Reg(G),25.98,Debt Funds,500,5000,2179.2,2.85,7.51,4.6,0.23,,0.28
UTI Mutual Fund,UTI Transportation & Logistics Fund-Reg(G),150.66,Index Funds,500,5000,1922.3,8.1,17.98,5.18,0.35,,13.46
UTI Mutual Fund,UTI Treasury Advantage Fund-Reg(G),2916.39,Debt Funds,500,5000,2522.1,3.73,6.89,4.6,2.31,,1.13
UTI Mutual Fund,UTI ULIP(G),32.44,Thematic Funds,500,5000,5245.4,-3.44,9.66,6.08,-0.83,,-5.75
UTI Mutual Fund,UTI Ultra Short Term Fund-Reg(G),3530.59,Debt Funds,500,5000,2059.8,3.52,5.17,5.1,2.56,,0.88
UTI Mutual Fund,UTI Value Opp Fund-Reg(G),101.52,Equity Funds,500,5000,6788.6,-3.12,18.66,12.43,-0.22,,1.18
UTI Mutual Fund,UTI-Nifty Next 50 ETF,44.09,Index Funds,500,5000,890.7,-5.03,15.3,8.88,-0.27,,-0.35
WhiteOak Capital Mutual Fund,WOC Flexi Cap Fund-Reg(G),10.47,Equity Funds,500,5000,757.3,,,,1.52,,16.3
WhiteOak Capital Mutual Fund,WOC Liquid Fund-Reg(G),1170.18,Debt Funds,500,5000,114.7,3.76,3.58,,2.13,,0.28
WhiteOak Capital Mutual Fund,WOC Overnight Fund-Reg(G),1117.77,Debt Funds,500,5000,13.2,3.91,3.48,,4.08,,0.4
WhiteOak Capital Mutual Fund,WOC Ultra Short Term Fund-Reg(G),1143.34,Debt Funds,500,5000,71.9,3.19,3.73,,1.89,,0.5
